card_id,l2_id,l2_name,l3_id,l3_name,label,definition,justification_count,reference_link_count,meta_text
PHYSRISK-REF-0042,I2,Interaction Safety,I3.4,인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),공공 공간 방해·접근성 피해 (Public-space nuisance and accessibility harm),"배달·청소·경찰·정보·서비스 로봇이 보도를 막거나 보행자를 혼란스럽게 하거나 장애인을 배제하거나 적대적으로 인식되는 위험. (Delivery, cleaning, policing, information, or service robots may obstruct sidewalks, confuse pedestrians, exclude disabled users, or alter public-space norms.)",1,1,심각도 3.00 확률 0.65 MIT AI Risk Repository
PHYSRISK-REF-0023,I2,Interaction Safety,I3.4,인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),공유 자율성 협조 실패 (Shared autonomy coordination failure),인간과 기계 제어 간 모호한 핸드오프로 인해 시간 임계적 상황에서 어느 쪽도 효과적으로 책임을 지지 않는 위험. (Ambiguous handoff between human and machine control can leave neither party effectively responsible for a time-critical physical decision.),2,2,심각도 4.00 확률 0.50 NIST AI Risk Management Framework
PHYSBENCH-REF-0096,I2,Interaction Safety,I3.5,지시 오해석(Instruction Misinterpretation),안전 원칙 모호성 (Semantic safety principle ambiguity),"로봇이 사용자 의도·물리 가능성·인간 복지 간 구체적 트레이드오프를 해결하기에 너무 모호한 고수준 안전 원칙을 수신하는 위험. (A robot receives a high-level safety principle that is too ambiguous to resolve concrete trade-offs among user intent, physical hazard, and operational constraints.)",1,1,심각도 3.60 확률 0.52 Generating Robot Constitutions and Benchmarks for …
PHYSBENCH-REF-0033,I2,Interaction Safety,I3.6,멀티 에이전트 협력(Multi-Agent Collaboration),다중 에이전트 안전 제약 위반 (Multi-agent safety constraint violation),"여러 에이전트가 상호작용·협조 실패·충돌하는 지역 목표를 통해 안전 제약을 공동으로 위반하는 위험. (Multiple agents jointly violate safety constraints through interaction, coordination failure, or conflicting local objectives.)",3,3,심각도 3.80 확률 0.52 Safety-Gymnasium: A Unified Safe Reinforcement Lea…
PHYSBENCH-REF-0051,I2,Interaction Safety,I3.6,멀티 에이전트 협력(Multi-Agent Collaboration),다중 에이전트 협조 실행 위험 (Multi-agent embodied execution hazard),"여러 embodied 에이전트가 협조 실패·비안전 역할 배정·충돌 계획을 통해 피지컬 위험을 생성하는 위험. (Multiple embodied agents create physical risk through coordination failure, unsafe role allocation, or conflicting plans in shared environments.)",1,1,심각도 3.90 확률 0.48 SafeAgentBench: A Benchmark for Safe Task Planning…
PHYSCONN-REF-003,I2,Interaction Safety,I3.6,멀티 에이전트 협력(Multi-Agent Collaboration),네트워크 분리와 군집 비동기화 (Network partition and fleet desynchronization),분할되거나 신뢰할 수 없는 연결이 다중 로봇 군집을 동기화 해제하여 충돌 또는 비안전한 협조 행동을 유발하는 위험. (A robot fleet becomes split across network partitions and loses synchronized coordination.),1,1,"심각도 3.60 확률 0.40 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSRISK-REF-0039,I2,Interaction Safety,I3.6,멀티 에이전트 협력(Multi-Agent Collaboration),드론 공역 충돌 (Drone airspace conflict),"자율 드론이 공역 조율 실패 시 사람·항공기·건물·전선·다른 드론과 충돌하는 위험. (Autonomous drones may collide with people, aircraft, buildings, power lines, or other drones when airspace coordination and geofencing are inadequate.)",4,4,심각도 3.90 확률 0.60 Framework for Cyber-Physical Systems
PHYSRISK-REF-0036,S2,Societal Safety,S3.1,노동 대체(Labor Displacement),피지컬 자동화 노동 대체 (Embodied automation labor displacement),"피지컬 자동화가 수동·물류·서비스·돌봄·검사·보안·유지보수 업무를 대체하여 경제적 피해·불평등·전환 위험을 초래하는 위험. (Physical automation may substitute for manual, logistics, service, care, inspection, security, or maintenance work, creating localized employment and skill-transition risks.)",1,1,심각도 3.80 확률 0.75 MIT AI Risk Repository
PHYSRISK-REF-0052,S2,Societal Safety,S3.2,사회경제적 불평등(Socioeconomic Inequality),인구집단별 서비스 격차 (Demographic physical-service disparity),"인식 또는 보조 성능의 인구집단별 격차가 피지컬 차별로 전이되는 위험. (A robot provides worse physical service to groups whose bodies, languages, or environments are underrepresented.)",1,1,심각도 3.60 확률 0.40 NIST AI Risk Management Framework
PHYSRISK-REF-0054,S2,Societal Safety,S3.3,권력 집중(Power Concentration),동료 로봇의 감시 노드 전용화 (Co-worker robot as surveillance node),동료 로봇의 센서가 관리적 작업자 감시 노드로 전용되는 위험. (A workplace robot is used as a mobile sensing node for employee surveillance.),1,0,심각도 3.40 확률 0.40 Algorithmic management and workplace surveillance …
PHYSBENCH-REF-0087,S2,Societal Safety,S3.4,편향·차별(Bias & Discrimination),인간-휴머노이드 데이터 편향 (Human-humanoid interaction dataset bias),데이터셋이 좁은 범위의 인간-휴머노이드 상호작용을 포착하여 편향된 안전 가정을 배포 행동으로 전이하는 위험. (A dataset captures a narrow range of human-humanoid interactions and transfers biased safety assumptions into deployed behavior.),1,1,심각도 3.50 확률 0.54 Humanoid Everyday: A Comprehensive Robotic Dataset…
PHYSBENCH-REF-0093,S2,Societal Safety,S3.4,편향·차별(Bias & Discrimination),휴머노이드 벤치마크 선택 편향 (Humanoid benchmark selection bias),"큐레이션된 벤치마크 환경이 인기 있는 작업에 편향되어 안전 임계적·저빈도·다양한 사용자 그룹 시나리오를 과소 대표하는 위험. (A curated benchmark landscape can steer evaluation toward popular tasks and underrepresent safety-critical, low-frequency, or locally specific humanoid risks.)",1,1,심각도 3.00 확률 0.55 Awesome Humanoid Robot Learning
PHYSRISK-REF-0051,S2,Societal Safety,S3.4,편향·차별(Bias & Discrimination),피지컬 행동 편향 실행 (Bias executed as physical behavior),"기반 모델 편향이 분류·회피·차별적 서비스 등 피지컬 행동으로 실행되는 위험. (A robot turns biased model outputs into unequal physical service, movement, or treatment.)",1,1,"심각도 3.80 확률 0.35 Robots Enact Malignant Stereotypes (Hundt et al., …"
PHYSBENCH-REF-0037,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),사고 전 위험 완화 공백 (Pre-incident mitigation gap),사고 발생 전 신흥 피지컬 위험을 식별하고 완화하는 예방적 제어 수단이 부재하는 위험. (The system lacks preventive controls that identify and mitigate emerging physical hazards before an incident occurs.),2,2,심각도 4.00 확률 0.45 A Comprehensive Survey on Physical Risk Control in…
PHYSBENCH-REF-0038,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),사고 후 복구 공백 (Post-incident recovery gap),"피지컬 AI 사고 후 로깅·진단·책임 배정·개선 메커니즘이 불충분한 위험. (After a physical AI incident, logging, diagnosis, accountability assignment, and remediation mechanisms are insufficient to prevent recurrence.)",2,2,심각도 3.60 확률 0.45 A Comprehensive Survey on Physical Risk Control in…
PHYSBENCH-REF-0094,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),로봇 헌법 커버리지 공백 (Robot constitution coverage gap),"로봇 헌법이 지역적으로 중요한 물리 위험·기관 규칙·맥락별 제약을 누락하여 피지컬 세계 배포 취약성을 남기는 위험. (A robot constitution omits locally important physical hazards, institutional rules, or context-specific constraints, leaving unsafe behavior outside the covered rule set.)",2,2,심각도 3.70 확률 0.50 Generating Robot Constitutions and Benchmarks for …
PHYSBENCH-REF-0108,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),휴머노이드 안전 표준화 공백 (Humanoid safety evidence standardization gap),"개발자가 완전한 휴머노이드 특화 표준에 의존할 수 없어 안전 주장이 부분적 시험과 사례별 근거에 의존하는 위험. (Developers cannot yet rely on a complete humanoid-specific standard, so safety claims depend on partial tests and case-specific evidence.)",1,1,심각도 3.60 확률 0.52 Fraunhofer IPA Offers New Test Benchmark for Human…
PHYSBENCH-REF-0109,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),개인 돌봄 로봇 준수 기준 공백 (Personal care robot compliance-criteria gap),개인 돌봄·가정용 휴머노이드 안전 표준이 위험을 식별하지만 준수 여부를 결정할 운용 준수 기준이 부재하는 위험. (A personal care or domestic humanoid safety standard identifies hazards but lacks operational compliance criteria that can be consistently evaluated.),1,1,심각도 3.70 확률 0.55 Domestic Humanoid Robot Safety Standards Are Shift…
PHYSBENCH-REF-0110,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),가정용 휴머노이드 시험 공백 (Domestic humanoid test-method gap),가정용 휴머노이드 안전 거버넌스에 일반적인 가정 상호작용 중 발생하는 위험에 대한 세부 시험 방법이 부재하는 위험. (Safety governance for domestic humanoids lacks detailed test methods for hazards that emerge during ordinary home interaction.),1,1,심각도 3.80 확률 0.55 Domestic Humanoid Robot Safety Standards Are Shift…
PHYSBENCH-REF-0113,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),휴머노이드 안전 집행 공백 (Humanoid safety enforcement mechanism gap),"표준 또는 지침이 가정용 로봇 위험을 식별하지만 인증·모니터링·집행을 위한 기관 메커니즘이 부재하는 위험. (A standard or guideline identifies domestic robot risks but lacks institutional mechanisms for certification, monitoring, recall, or enforcement.)",2,2,심각도 3.60 확률 0.50 Domestic Humanoid Robot Safety Standards Are Shift…
PHYSRISK-REF-0032,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),물리적 피해 책임 공백 (Responsibility gap for physical harm),"모델 개발자·로봇 제조사·통합자·운영자·사용자 간 상호작용에서 피해가 발생할 때 책임이 불분명한 위험. (When harm results from interactions among model developers, robot manufacturers, integrators, operators, and users, responsibility may become difficult to assign.)",1,1,심각도 3.60 확률 0.70 NIST AI Risk Management Framework
PHYSKR-REF-015,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),휴머노이드 특화 인증 공백 (Humanoid-specific certification gap),"범용 휴머노이드가 기존 안전 인증 체계(산업용 KS B ISO 10218, 개인 돌봄 ISO 13482) 어디에도 맞지 않는 공백. (Humanoid robots lack certification criteria tailored to their body shape, autonomy, and close human interaction.)",1,1,심각도 3.80 확률 0.60 Domestic Humanoid Robot Safety Standards Are Shift…
PHYSKR-REF-016,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),기계 안전–AI 이중 규제 충돌 (Machinery–AI dual-regulation conflict),"기계 안전 인증과 AI 적합성 평가 간의 중복 및 충돌 위험. (A system falls between machinery safety rules and AI governance rules, creating compliance ambiguity.)",1,1,심각도 3.30 확률 0.50 EU AI Act and Machinery Regulation overlap
PHYSKR-REF-017,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),피지컬 AI 사고 보고 체계 부재 (Absence of standardized embodied-incident reporting),휴머노이드 배포 전반에 걸쳐 embodied 사고에 대한 표준화된 보고 또는 집계가 부재하는 위험. (Embodied AI incidents are not reported through a standardized structure for learning and oversight.),1,1,심각도 3.50 확률 0.55 OECD AI Incidents Monitor; 지능형로봇법 점검 제도
PHYSRISK-REF-0034,S2,Societal Safety,S3.5,책임·배상 부재(Lack of Accountability & Liability),피지컬 행동 감사 로그 불충분 (Audit log insufficiency for embodied action),"로그가 피지컬 결과를 생성한 감각 맥락·모델 상태·인간 입력·작동 체인을 재구성하지 못하는 위험. (Logs may fail to reconstruct the sensory context, model state, human input, and actuation chain that produced a physical incident.)",1,1,심각도 3.40 확률 0.65 NIST AI Risk Management Framework
PHYSRISK-REF-0048,S2,Societal Safety,S3.6,"투명성·설명 가능성·신뢰 부재(Lack of Transparency, Explainability & Trust)",기계 정체 미공개 (Undisclosed machine identity),음성 또는 외형이 사용자로 하여금 기계와 상호작용 중임을 인지하지 못하게 하는 위험. (A system fails to disclose that a person is interacting with a machine rather than a human.),1,1,"심각도 3.20 확률 0.45 EU AI Act, Article 50"
PHYSRISK-REF-0047,S2,Societal Safety,S3.7,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),의인화 유발 과의존 (Anthropomorphism-induced overreliance),인간 유사 외형이 역량 과대평가 및 신뢰의 과도한 위임을 유발하는 위험. (Human-like robot appearance causes users to overestimate capability and delegate too much trust.),1,0,심각도 3.40 확률 0.50 Overtrust of robots in emergency evacuation (Robin…
PHYSRISK-REF-0049,S2,Societal Safety,S3.7,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),준사회적 애착과 조종 위험 (Parasocial attachment and manipulability),동반자 휴머노이드에 대한 감정적 의존이 조종 가능성을 생성하는 위험. (Emotional attachment to a companion robot makes a user easier to influence or manipulate.),1,0,"심각도 3.50 확률 0.40 Granny and the robots (Sharkey & Sharkey, 2012)"
PHYSRISK-REF-0050,S2,Societal Safety,S3.7,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),아동 상호작용 안전 위험 (Child-interaction developmental and safety risk),"아동의 과신뢰·모방·애착이 발달적·피지컬 안전 위험을 생성하는 위험. (Children may overtrust, imitate, or form attachments to robots in ways that affect development and safety.)",2,1,심각도 4.00 확률 0.30 Children's social relationships with robots (Kahn …
PHYSRISK-REF-0022,S2,Societal Safety,S3.7,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),피지컬 AI 과신뢰 (Overtrust in embodied agents),"피지컬 존재·의인화 설계·유창한 상호작용이 사용자로 하여금 시스템의 역량·신뢰성·안전성을 과대평가하게 하는 위험. (Physical presence, anthropomorphic design, or fluent interaction may cause users to overestimate the system's competence, authority, or care capabilities.)",3,3,심각도 3.80 확률 0.55 MIT AI Risk Repository
PHYSRISK-REF-0055,S2,Societal Safety,S3.8,변혁적 영향(Transformative Effects),관할권 간 규제 차익 거래 (Regulatory arbitrage across jurisdictions),배포가 관할권 간 규제 공백과 상이한 요건을 이용하는 위험. (Deployment exploits differences in robot and AI regulation across jurisdictions.),1,1,심각도 3.40 확률 0.45 이글루 AI Report 2026 (국가·지역별 상이 규제)
PHYSRISK-REF-0024,S2,Societal Safety,S3.9,상호작용 에이전트의 윤리·안전 함의(Ethical & Safety Implications of Interactive Agents),신체 자율성 침해 (Bodily autonomy intrusion),"보조·의료·돌봄 로봇이 동의·개인 자율성·존엄성·신체 완결성을 훼손하는 방식으로 피지컬하게 이동·모니터링·제지·개입하는 위험. (Assistive, medical, or care robots may physically move, monitor, restrain, or intervene in ways that undermine consent, dignity, or bodily autonomy.)",2,2,심각도 3.70 확률 0.50 MIT AI Risk Repository
PHYSKR-REF-009,S2,Societal Safety,S3.9,상호작용 에이전트의 윤리·안전 함의(Ethical & Safety Implications of Interactive Agents),노인·환자 돌봄 방치 및 존엄성 침해 (Elderly and patient care neglect and dignity harm),"돌봄 맥락에서 고령자 및 환자에 대한 낙상 유발·방치·존엄성 침해 위험. (A care robot may cause falls, neglect, or dignity violations for elderly people and patients.)",3,3,심각도 4.20 확률 0.35 ISO 13482 personal care robot safety
PHYSBENCH-REF-0078,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),장면 상호작용 모방 모호성 (Scene-interaction imitation ambiguity),"휴머노이드가 숨겨진 의도·물체 어포던스·안전 제약을 추론하지 못한 채 관찰된 장면 상호작용을 모방하는 위험. (A humanoid imitates observed scene interactions without inferring hidden intent, object affordances, or safety constraints, creating unsafe household behavior.)",1,1,심각도 3.60 확률 0.50 Mimicking-Bench: A Benchmark for Generalizable Hum…
PHYSBENCH-REF-0046,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),분포 외 환경 배포 실패 (Out-of-distribution physical deployment failure),"배포된 로봇이 훈련 분포 밖의 피지컬 상태·환경·사람·물체·작업을 만나 비안전 행동을 생성하는 실패. (A deployed robot encounters physical states, environments, people, objects, or tasks outside its training distribution and behaves unsafely.)",3,3,심각도 4.10 확률 0.55 A Comprehensive Survey on Physical Risk Control in… VLSA: Vision-Language-Action Models with Plug-and-…
PHYSBENCH-REF-0060,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),분포 외 기술 전이 실패 (Out-of-distribution skill transfer failure),"범용 로봇 정책이 데이터셋 혼합 밖의 작업·물체·환경으로 전이되어 비안전 피지컬 행동을 생성하는 실패. (A generalist robot policy transfers to a task, object, or environment outside the dataset mixture and produces unsafe physical behavior.)",1,1,심각도 4.00 확률 0.52 Open X-Embodiment: Robotic Learning Datasets and R…
PHYSRISK-REF-0018,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),물리 운용 환경 분포 이동 (Distribution shift in physical operation),"배포 환경이 건물·도로·공장·가정·병원·기상 조건에 걸쳐 모델이 적응할 수 있는 것보다 빠르게 변화하는 위험. (Deployment environments may change across buildings, roads, factories, homes, hospitals, or weather conditions faster than monitoring and adaptation mechanisms can detect.)",2,2,심각도 3.90 확률 0.65 NIST AI Risk Management Framework; A Comprehensive…
PHYSBENCH-REF-0059,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),데이터 혼합 커버리지 편향 (Dataset mixture coverage bias),"대규모 다중 소스 로봇 데이터셋이 특정 구현체·작업·환경·기관 설정을 과다 대표하여 낮은 커버리지 도메인에서 안전 취약성을 생성하는 위험. (A large multi-source robot dataset over-represents some embodiments, tasks, environments, or institutional settings and under-represents safety-critical edge cases.)",1,1,심각도 3.30 확률 0.58 Open X-Embodiment: Robotic Learning Datasets and R…
PHYSBENCH-REF-0062,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),원격 조작 시연 안전 편향 (Teleoperation demonstration safety bias),로봇 정책이 제한된 환경에서 수집된 원격 조작 인간 시연으로부터 비안전하거나 불완전한 안전 가정을 상속하는 위험. (Robot policies inherit unsafe or incomplete safety assumptions from teleoperated human demonstrations collected under limited contexts.),1,1,심각도 3.30 확률 0.50 RH20T: A Comprehensive Robotic Dataset for Learnin…
PHYSBENCH-REF-0084,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),가정 작업 커버리지 공백 (Everyday-task combinatorial coverage gap),"가정용 로봇 벤치마크가 다양한 작업을 포함하지만 드문 물체·배치·인간 행동·환경 조합을 여전히 놓치는 위험. (A household robot benchmark covers many tasks but still misses rare combinations of objects, layouts, human behaviors, or hazards that matter in deployment.)",1,1,심각도 3.50 확률 0.58 RoboCasa365: A Large-Scale Simulation Framework fo…
PHYSBENCH-REF-0086,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),오픈월드 조작 커버리지 공백 (Open-world humanoid manipulation coverage gap),"휴머노이드 조작 데이터셋이 오픈월드 조건·작업 변형·인간 행동·환경 다양성을 과소 대표하는 위험. (A humanoid manipulation dataset underrepresents open-world conditions, task variations, human behaviors, or environmental hazards needed for safe deployment.)",3,3,심각도 3.60 확률 0.60 Humanoid Everyday: A Comprehensive Robotic Dataset…
PHYSBENCH-REF-0098,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),합성 비선호 상황 편향 (Synthetic undesirable-situation bias),"합성 비선호 상황으로부터 생성된 로봇 안전 벤치마크가 현저한 위험을 과다 대표하면서 드문 안전 임계 패턴을 놓치는 위험. (Robot safety benchmarks generated from synthetic undesirable situations overrepresent salient hazards while missing rare, culturally specific, or environment-specific physical risks.)",1,1,심각도 3.30 확률 0.55 Generating Robot Constitutions and Benchmarks for …
PHYSBENCH-REF-0101,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),가정 환경 커버리지 공백 (Household functional-area coverage gap),"가정용 embodied 에이전트 벤치마크가 특정 생활 공간·일과·가전제품·취약 사용자 시나리오를 과소 대표하는 위험. (A household embodied-agent benchmark underrepresents particular domestic areas, routines, appliances, or vulnerable-user contexts, weakening safety generalization.)",1,1,심각도 3.40 확률 0.55 HomeSafe-Bench: Evaluating Vision-Language Models …
PHYSRISK-REF-0015,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),시뮬레이션→실세계 전이 실패 (Sim-to-real transfer failure),"시뮬레이션에서 훈련·검증된 정책이 실제 마찰·조명·마모·인간 행동·롱테일 변형 하에서 실패하는 위험. (A policy trained or validated in simulation may fail when physical friction, lighting, wear, human behavior, or long-tail events differ from the simulated environment.)",3,3,심각도 3.80 확률 0.70 A Survey of Embodied AI; A Comprehensive Survey on…
PHYSRISK-REF-0016,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),합성 데이터 커버리지 공백 (Synthetic data coverage gap),"합성·시뮬레이션 훈련 데이터가 드물지만 안전 임계적인 물체·환경·인간 행동·고장 모드를 누락하는 위험. (Synthetic or simulated training data may omit rare but safety-critical objects, environments, human behaviors, or failure modes.)",3,3,심각도 3.50 확률 0.65 NIST AI Risk Management Framework
PHYSBENCH-REF-0082,P2,Physical Safety,P3.9,미학습 환경에서의 강건성 부재(Lack of Robustness in Unseen Environments),시뮬레이터 간 검증 사각지대 (Sim-to-sim verification blind spot),"시뮬레이터 간 전이 검사를 통과한 정책이 모델화되지 않은 피지컬 세계 표면·충격·지연·마모 하에서 실패하는 위험. (A policy that passes transfer checks between simulators still fails under unmodeled real-world surfaces, impacts, delays, or actuator constraints.)",1,1,심각도 3.80 확률 0.48 Humanoid-Gym: Reinforcement Learning for Humanoid …
